age,claim_amount,vehicle_age,police_report_filed,witness_present,incident_severity,is_fraud,vehicle_price,driver_rating,policy_type,fault,accident_area,past_claims
43,37530.0,7,False,True,Major Damage,0,484244.615156058,3,Comprehensive,Policy Holder,Urban,1
42,64080.0,3,False,True,Total Loss,0,621483.3925277004,3,Comprehensive,Third Party,Highway,4
41,60390.0,11,False,False,Minor Damage,1,721795.493348612,3,Comprehensive,Third Party,Urban,1
33,64350.0,4,True,True,Major Damage,1,755066.5688393767,4,Zero-Dep,Third Party,Highway,3
38,70900.0,18,True,True,Minor Damage,0,509401.2478661866,3,Third-Party,Third Party,Highway,2
39,46560.0,3,False,True,Minor Damage,0,527639.6124435549,4,Comprehensive,Policy Holder,Urban,2
33,4730.0,2,False,True,Trivial Damage,1,618089.3891455145,3,Comprehensive,Third Party,Urban,1
40,6820.0,12,True,False,Minor Damage,0,308972.86340199964,4,Comprehensive,Third Party,Urban,2
58,59900.0,18,False,True,Major Damage,1,379026.0842754255,4,Third-Party,Policy Holder,Urban,2
36,79560.0,6,True,True,Major Damage,0,569528.5571595617,5,Comprehensive,Third Party,Urban,4
33,70290.0,7,False,True,Total Loss,0,490032.1271897288,3,Comprehensive,Policy Holder,Rural,0
31,63910.0,16,False,False,Total Loss,0,206176.31189750042,4,Zero-Dep,Third Party,Highway,1
40,6400.0,18,False,False,Trivial Damage,0,215656.3045730235,3,Third-Party,Third Party,Rural,3
25,66780.0,2,True,True,Major Damage,1,743896.1682720011,4,Comprehensive,Third Party,Urban,2
39,8760.0,2,False,True,Minor Damage,0,1108228.8230571393,3,Comprehensive,Third Party,Rural,1
42,94160.0,19,False,True,Major Damage,0,249784.24616726182,3,Zero-Dep,Policy Holder,Urban,2
40,51570.0,5,False,True,Total Loss,0,863745.4560775144,3,Third-Party,Policy Holder,Highway,1
31,52700.0,1,False,False,Major Damage,1,1804082.3505494383,2,Third-Party,Third Party,Urban,0
34,101010.0,17,False,True,Minor Damage,0,372545.4852934395,2,Comprehensive,Policy Holder,Urban,5
37,53400.0,5,True,True,Minor Damage,1,692919.0804739812,2,Comprehensive,Third Party,Urban,2
31,72120.0,6,False,True,Total Loss,0,1243594.398683237,3,Comprehensive,Third Party,Highway,2
43,77100.0,5,True,True,Minor Damage,0,1380006.7866731028,2,Third-Party,Policy Holder,Urban,5
39,3300.0,12,False,True,Trivial Damage,0,409538.2918282917,3,Comprehensive,Policy Holder,Rural,0
35,5940.0,12,False,False,Minor Damage,0,405526.86497056053,4,Comprehensive,Policy Holder,Rural,3
27,63720.0,9,False,False,Major Damage,0,473863.11782686546,2,Third-Party,Third Party,Highway,3
43,7680.0,7,False,True,Trivial Damage,0,1097019.2725289112,4,Zero-Dep,Third Party,Urban,3
31,93730.0,14,False,True,Total Loss,0,251506.3801047931,3,Third-Party,Policy Holder,Urban,1
44,87300.0,2,False,True,Major Damage,0,748422.9788237225,3,Comprehensive,Policy Holder,Urban,0
40,5670.0,18,False,True,Trivial Damage,0,231840.61854319024,4,Comprehensive,Third Party,Urban,5
47,65800.0,14,False,False,Minor Damage,0,362756.49853962223,2,Comprehensive,Third Party,Highway,1
34,36720.0,6,True,True,Major Damage,1,539712.5666880453,5,Comprehensive,Third Party,Urban,1
29,52800.0,19,True,True,Major Damage,1,379837.626081488,4,Comprehensive,Third Party,Urban,3
37,59100.0,17,True,True,Total Loss,1,264803.7856118406,3,Comprehensive,Third Party,Urban,2
37,77440.0,16,True,True,Total Loss,0,235082.73253555663,2,Comprehensive,Third Party,Highway,3
36,45700.0,7,False,True,Total Loss,0,789320.0643726302,5,Zero-Dep,Third Party,Urban,2
41,80740.0,1,True,True,Major Damage,1,781755.9925578855,4,Zero-Dep,Policy Holder,Highway,2
26,31350.0,14,False,True,Major Damage,1,294949.2244268558,5,Comprehensive,Policy Holder,Urban,0
33,35000.0,3,False,False,Total Loss,0,592282.0228529429,3,Comprehensive,Policy Holder,Highway,2
59,68000.0,1,False,True,Total Loss,0,738134.0429480043,3,Comprehensive,Policy Holder,Highway,3
30,84500.0,6,False,False,Minor Damage,0,966030.0748007301,3,Comprehensive,Policy Holder,Urban,3
42,75500.0,17,False,True,Minor Damage,0,226180.61833033757,4,Comprehensive,Third Party,Urban,2
46,90600.0,6,False,True,Total Loss,0,972795.8477826657,2,Comprehensive,Policy Holder,Urban,5
45,64320.0,17,False,True,Total Loss,0,270519.27841234684,2,Third-Party,Policy Holder,Urban,1
33,31700.0,9,False,False,Minor Damage,0,397423.63365447574,2,Comprehensive,Third Party,Urban,0
30,74280.0,9,True,True,Major Damage,1,541625.4424339209,3,Zero-Dep,Policy Holder,Highway,2
37,80520.0,10,True,True,Total Loss,0,497024.61801378656,2,Comprehensive,Third Party,Rural,8
30,63600.0,5,True,True,Major Damage,0,585690.9468772148,4,Comprehensive,Third Party,Urban,1
44,32800.0,3,True,True,Total Loss,0,1176524.1070191653,1,Comprehensive,Policy Holder,Rural,2
50,44190.0,0,False,True,Total Loss,0,1628347.8318640026,4,Comprehensive,Third Party,Urban,7
26,50400.0,15,False,True,Major Damage,1,336073.99498893716,3,Comprehensive,Third Party,Highway,1
55,88400.0,5,True,True,Total Loss,0,636450.2401102846,4,Zero-Dep,Policy Holder,Urban,1
49,66550.0,12,False,True,Total Loss,0,771687.909696293,2,Comprehensive,Third Party,Highway,7
47,65780.0,1,False,False,Minor Damage,0,803433.4796149838,4,Comprehensive,Third Party,Highway,2
40,51810.0,13,True,True,Major Damage,1,664266.5782952883,4,Comprehensive,Policy Holder,Urban,3
31,55660.0,6,False,False,Major Damage,1,491690.62976349,4,Comprehensive,Policy Holder,Urban,0
28,44640.0,10,False,True,Major Damage,0,459700.71832251875,4,Comprehensive,Third Party,Urban,0
46,77660.0,11,False,True,Major Damage,1,325659.7960054599,4,Comprehensive,Third Party,Highway,5
25,5640.0,10,False,True,Trivial Damage,0,451453.4714258084,4,Third-Party,Policy Holder,Rural,1
26,3190.0,20,False,True,Trivial Damage,0,235013.17462934583,5,Comprehensive,Policy Holder,Rural,3
30,53440.0,11,True,False,Total Loss,0,312211.49144086125,4,Comprehensive,Policy Holder,Highway,1
31,65250.0,13,True,True,Minor Damage,0,658493.218957043,4,Third-Party,Policy Holder,Highway,2
39,44280.0,7,False,True,Minor Damage,0,407902.4626752638,3,Zero-Dep,Policy Holder,Urban,3
37,70290.0,16,False,False,Total Loss,0,296200.4965273725,3,Comprehensive,Third Party,Rural,0
30,87100.0,15,True,True,Minor Damage,0,226737.5988944471,3,Comprehensive,Third Party,Rural,0
35,50380.0,19,False,True,Total Loss,0,260754.3173776136,4,Comprehensive,Third Party,Urban,5
45,64800.0,1,False,True,Total Loss,1,1218231.4999481249,3,Comprehensive,Policy Holder,Highway,4
42,70400.0,15,False,True,Minor Damage,0,662325.6787834185,3,Comprehensive,Third Party,Urban,1
26,57860.0,7,True,True,Major Damage,1,588388.7050649736,3,Third-Party,Third Party,Urban,1
47,6240.0,4,False,True,Minor Damage,0,665627.7884903015,4,Comprehensive,Third Party,Rural,0
38,66600.0,3,False,True,Total Loss,1,780318.9876941912,4,Third-Party,Third Party,Urban,3
28,70920.0,13,True,True,Minor Damage,0,379727.1783293436,4,Comprehensive,Policy Holder,Urban,1
56,39480.0,13,True,False,Minor Damage,0,404695.6339197291,3,Zero-Dep,Policy Holder,Urban,2
43,63240.0,10,True,True,Total Loss,0,678885.2167686857,4,Third-Party,Third Party,Rural,1
34,67650.0,6,False,False,Total Loss,0,1081806.8695681645,4,Comprehensive,Policy Holder,Highway,0
39,74200.0,13,False,True,Major Damage,1,263901.18733926996,3,Comprehensive,Third Party,Urban,3
43,64900.0,4,False,True,Minor Damage,0,1266401.6043168812,4,Comprehensive,Policy Holder,Urban,1
44,35900.0,8,False,False,Major Damage,1,748179.3699373504,3,Zero-Dep,Third Party,Urban,2
26,52200.0,4,False,True,Minor Damage,0,656493.4435716432,2,Comprehensive,Third Party,Highway,2
57,78000.0,15,False,True,Minor Damage,0,296560.38476233877,4,Comprehensive,Policy Holder,Urban,2
27,67200.0,20,False,False,Minor Damage,0,368408.11829736095,2,Comprehensive,Policy Holder,Highway,1
43,63250.0,18,False,False,Total Loss,0,232808.498433812,3,Third-Party,Third Party,Highway,5
37,68760.0,20,True,True,Major Damage,0,225377.0175967545,4,Comprehensive,Policy Holder,Urban,2
28,65040.0,5,False,True,Minor Damage,0,679812.0681670663,3,Comprehensive,Policy Holder,Highway,1
33,82800.0,11,False,True,Major Damage,1,381086.9709912758,3,Zero-Dep,Third Party,Rural,4
44,61700.0,10,True,False,Total Loss,0,431870.5831358164,4,Comprehensive,Third Party,Rural,1
61,78100.0,18,True,True,Major Damage,1,279839.59523492306,3,Third-Party,Third Party,Urban,1
24,65520.0,4,False,True,Major Damage,1,514949.1107806807,3,Comprehensive,Policy Holder,Highway,1
30,4500.0,16,False,True,Trivial Damage,0,215205.78508396255,4,Comprehensive,Policy Holder,Highway,0
41,42700.0,4,False,True,Major Damage,1,950151.1341239716,2,Zero-Dep,Third Party,Highway,2
46,5580.0,10,True,True,Minor Damage,1,835494.1210171232,2,Third-Party,Policy Holder,Highway,2
31,3600.0,2,False,False,Minor Damage,1,1327523.4554828797,4,Third-Party,Policy Holder,Urban,3
36,2800.0,0,False,False,Trivial Damage,0,1819457.1329134747,4,Comprehensive,Third Party,Rural,2
47,54000.0,19,True,False,Minor Damage,0,232418.69925113223,2,Comprehensive,Third Party,Highway,2
19,48950.0,4,False,True,Minor Damage,1,582953.9745599666,4,Comprehensive,Policy Holder,Urban,0
47,77800.0,13,False,True,Major Damage,0,396810.19274512987,4,Comprehensive,Third Party,Urban,2
57,52560.0,20,False,True,Major Damage,0,225238.51724597503,1,Comprehensive,Policy Holder,Urban,7
41,44110.0,0,True,True,Total Loss,0,752477.3498868246,5,Comprehensive,Policy Holder,Highway,2
30,74360.0,6,False,True,Total Loss,0,512598.42261406383,4,Comprehensive,Policy Holder,Urban,1
31,6120.0,13,False,True,Minor Damage,1,300199.43326068675,4,Comprehensive,Policy Holder,Rural,0
53,62280.0,3,True,False,Minor Damage,0,566657.40146255,4,Comprehensive,Third Party,Urban,6
44,26730.0,9,True,False,Total Loss,0,686019.7835480836,3,Comprehensive,Policy Holder,Urban,5
29,66200.0,2,False,False,Major Damage,0,895477.8233063145,3,Zero-Dep,Third Party,Rural,1
26,45500.0,6,False,True,Total Loss,0,532867.0776268563,4,Third-Party,Policy Holder,Urban,0
41,53040.0,9,False,False,Minor Damage,0,784080.4068682228,4,Comprehensive,Third Party,Highway,4
32,50800.0,2,False,True,Major Damage,1,1542764.1355480517,3,Third-Party,Policy Holder,Urban,0
41,44200.0,1,False,True,Total Loss,0,1527426.8405481575,3,Third-Party,Policy Holder,Highway,4
34,62920.0,3,False,True,Minor Damage,0,832798.6568422057,3,Comprehensive,Policy Holder,Urban,1
29,49950.0,11,True,True,Minor Damage,1,436208.0097387512,4,Comprehensive,Third Party,Highway,3
46,56430.0,20,True,True,Minor Damage,1,370916.2378100383,5,Comprehensive,Policy Holder,Rural,2
41,100210.0,1,True,True,Minor Damage,0,1396011.4482697346,5,Comprehensive,Policy Holder,Urban,2
30,49140.0,8,True,False,Minor Damage,0,591376.3564485441,1,Third-Party,Third Party,Urban,3
38,66840.0,1,False,True,Major Damage,0,1650013.6155867106,3,Zero-Dep,Policy Holder,Urban,2
21,62460.0,12,False,True,Total Loss,0,436075.92885849567,3,Comprehensive,Policy Holder,Rural,0
36,62810.0,16,False,True,Total Loss,0,215388.7729866543,5,Third-Party,Policy Holder,Highway,2
33,54160.0,6,False,True,Major Damage,0,646328.1919286466,3,Comprehensive,Policy Holder,Urban,1
35,48400.0,10,False,True,Major Damage,0,439580.0283193382,5,Comprehensive,Third Party,Urban,1
48,51480.0,2,False,False,Total Loss,0,596190.0253266166,4,Third-Party,Policy Holder,Highway,2
36,51700.0,12,False,True,Total Loss,0,371508.2534617366,1,Comprehensive,Third Party,Urban,3
58,65520.0,6,False,True,Total Loss,0,1131506.3106374135,3,Comprehensive,Policy Holder,Highway,3
31,47700.0,4,False,True,Major Damage,1,480794.45216063154,2,Comprehensive,Third Party,Urban,1
31,5220.0,0,False,False,Minor Damage,0,830585.1337827423,4,Zero-Dep,Third Party,Urban,2
57,73320.0,3,False,False,Major Damage,0,794941.8342166194,2,Comprehensive,Third Party,Highway,4
46,74900.0,12,True,True,Minor Damage,0,319400.5222784634,5,Comprehensive,Third Party,Urban,1
27,3190.0,0,True,True,Trivial Damage,0,832382.9347643842,2,Comprehensive,Third Party,Urban,0
33,76920.0,13,True,False,Minor Damage,0,321356.23471786926,4,Comprehensive,Third Party,Urban,4
53,77990.0,3,False,True,Total Loss,0,615991.9870893661,4,Comprehensive,Policy Holder,Highway,0
46,59670.0,7,False,False,Total Loss,0,618450.9024693508,3,Third-Party,Policy Holder,Urban,2
33,44880.0,11,False,False,Major Damage,1,821454.8272631444,4,Third-Party,Third Party,Highway,5
51,82830.0,11,False,True,Minor Damage,0,579945.2435321765,3,Zero-Dep,Policy Holder,Rural,5
60,84480.0,3,False,True,Minor Damage,1,853615.6051665592,3,Third-Party,Policy Holder,Rural,3
30,79800.0,16,False,True,Total Loss,0,316626.3558499621,3,Comprehensive,Third Party,Highway,0
41,53020.0,16,True,True,Minor Damage,0,237404.34687295093,5,Comprehensive,Third Party,Urban,3
45,24200.0,7,False,False,Total Loss,0,597597.9002632819,1,Comprehensive,Policy Holder,Highway,1
40,43230.0,14,True,True,Minor Damage,0,247177.64248279497,4,Comprehensive,Third Party,Urban,0
45,3190.0,20,False,True,Trivial Damage,0,248789.67782323493,3,Zero-Dep,Third Party,Urban,3
43,5850.0,9,False,True,Minor Damage,0,901637.0711430719,3,Third-Party,Third Party,Highway,0
29,6820.0,10,True,False,Trivial Damage,0,832497.9726032485,3,Zero-Dep,Policy Holder,Highway,1
44,69480.0,7,False,True,Minor Damage,0,406712.0672823381,3,Comprehensive,Third Party,Highway,2
29,94560.0,20,True,True,Major Damage,0,238628.321482893,5,Comprehensive,Policy Holder,Urban,1
39,7800.0,18,False,True,Minor Damage,0,175990.54991449064,2,Comprehensive,Third Party,Rural,1
32,61270.0,16,False,True,Total Loss,0,231671.1661682629,2,Comprehensive,Policy Holder,Rural,4
49,71440.0,10,True,True,Total Loss,0,636154.8143113577,4,Comprehensive,Third Party,Rural,7
37,55600.0,6,True,True,Total Loss,0,626044.765738186,4,Comprehensive,Third Party,Urban,3
44,5000.0,10,False,True,Trivial Damage,0,349307.8399779541,2,Comprehensive,Third Party,Urban,2
33,95810.0,8,False,False,Minor Damage,0,1079159.4412685002,5,Zero-Dep,Third Party,Rural,1
41,69300.0,19,False,True,Major Damage,0,434479.16652523907,3,Comprehensive,Third Party,Urban,4
37,81120.0,20,False,False,Total Loss,0,152927.33480421957,4,Comprehensive,Third Party,Rural,3
21,91260.0,3,False,False,Major Damage,0,514633.7856633602,2,Third-Party,Policy Holder,Highway,0
48,60600.0,11,False,False,Minor Damage,0,296822.8603033674,4,Comprehensive,Third Party,Highway,4
31,64800.0,15,True,True,Major Damage,1,301353.3996603304,4,Zero-Dep,Third Party,Urban,2
34,66880.0,19,False,False,Major Damage,1,246361.30702207208,3,Third-Party,Third Party,Highway,0
35,58200.0,2,False,True,Total Loss,0,1202939.467648503,3,Comprehensive,Policy Holder,Urban,3
31,60570.0,4,False,False,Minor Damage,0,746929.0030856613,1,Third-Party,Third Party,Urban,1
36,69680.0,7,False,False,Major Damage,1,749590.251302506,4,Third-Party,Third Party,Highway,5
58,55700.0,1,False,True,Total Loss,0,909455.9631518726,4,Third-Party,Third Party,Urban,2
47,62370.0,14,True,True,Total Loss,0,373561.66241418297,5,Third-Party,Policy Holder,Urban,7
45,54340.0,10,True,False,Total Loss,0,467355.61269299523,4,Third-Party,Policy Holder,Urban,6
48,55170.0,10,False,False,Major Damage,1,851081.2547909904,3,Comprehensive,Policy Holder,Rural,4
34,58500.0,16,True,True,Minor Damage,0,311140.78224572155,3,Comprehensive,Third Party,Highway,3
32,59940.0,20,False,True,Major Damage,0,153324.40491224988,3,Third-Party,Policy Holder,Urban,3
28,73400.0,19,False,False,Total Loss,0,182166.66457466822,5,Zero-Dep,Policy Holder,Urban,3
23,41850.0,18,False,True,Major Damage,0,187031.59241761724,4,Comprehensive,Third Party,Rural,2
44,6400.0,10,False,True,Trivial Damage,1,776126.0267567962,4,Third-Party,Third Party,Urban,3
40,3190.0,11,False,True,Trivial Damage,0,808453.7098177145,5,Comprehensive,Third Party,Urban,5
29,5900.0,5,True,True,Trivial Damage,0,629775.3983657921,5,Third-Party,Policy Holder,Highway,1
31,57330.0,9,False,True,Total Loss,0,520010.7397968846,4,Zero-Dep,Third Party,Highway,0
50,81960.0,7,False,True,Total Loss,0,423275.81690192554,3,Comprehensive,Third Party,Highway,2
33,70400.0,14,False,False,Major Damage,1,343838.18323187926,4,Comprehensive,Third Party,Rural,2
34,3770.0,13,False,True,Minor Damage,0,280114.0305497768,3,Comprehensive,Policy Holder,Highway,3
36,7400.0,1,False,False,Minor Damage,0,699892.3964583606,3,Comprehensive,Third Party,Urban,2
52,54810.0,16,False,True,Total Loss,1,294096.3617716348,2,Comprehensive,Third Party,Urban,1
37,49400.0,10,True,True,Total Loss,0,510159.47448076453,5,Comprehensive,Policy Holder,Rural,4
53,68750.0,6,False,True,Minor Damage,0,580612.8936214588,3,Comprehensive,Third Party,Urban,2
32,61500.0,2,False,False,Total Loss,0,571407.112035288,4,Comprehensive,Third Party,Highway,1
39,76890.0,8,False,True,Major Damage,0,947398.4025619251,4,Comprehensive,Third Party,Highway,3
32,56070.0,3,False,True,Minor Damage,0,527255.1966123817,4,Third-Party,Third Party,Highway,0
30,56000.0,12,True,False,Total Loss,0,424147.691157525,3,Third-Party,Policy Holder,Urban,2
33,4290.0,18,False,False,Trivial Damage,0,478731.99562612176,3,Third-Party,Policy Holder,Urban,3
37,60750.0,12,False,True,Total Loss,0,297655.17673188966,4,Third-Party,Third Party,Highway,0
30,48730.0,4,False,True,Minor Damage,0,506043.29155055573,3,Third-Party,Policy Holder,Urban,0
43,95150.0,8,False,False,Minor Damage,0,400381.6926104329,2,Comprehensive,Policy Holder,Urban,2
24,7480.0,12,True,True,Minor Damage,0,441205.3328790766,4,Third-Party,Third Party,Urban,1
28,79800.0,4,True,True,Major Damage,1,1172084.180238372,4,Comprehensive,Policy Holder,Highway,0
51,103560.0,18,False,True,Total Loss,0,262901.7611224562,5,Comprehensive,Policy Holder,Rural,4
38,79500.0,20,False,True,Minor Damage,0,212682.7005889437,4,Comprehensive,Policy Holder,Urban,6
44,76230.0,18,False,True,Minor Damage,1,449013.50168561033,2,Zero-Dep,Third Party,Urban,2
54,59520.0,14,False,True,Minor Damage,0,253134.01004998764,4,Third-Party,Third Party,Rural,3
57,47760.0,2,False,True,Major Damage,1,899115.7837000187,4,Comprehensive,Policy Holder,Urban,4
41,84590.0,2,False,False,Total Loss,0,662142.0282163414,4,Comprehensive,Third Party,Urban,4
38,61650.0,9,False,True,Total Loss,0,459604.855642528,4,Comprehensive,Third Party,Urban,1
33,81400.0,17,False,True,Major Damage,0,512481.9348330227,3,Third-Party,Third Party,Urban,0
34,58410.0,8,True,True,Major Damage,0,511135.5058218167,4,Third-Party,Third Party,Urban,5
56,38610.0,8,False,False,Major Damage,0,1092569.7891486392,3,Comprehensive,Policy Holder,Urban,3
37,57600.0,0,False,True,Minor Damage,0,1318751.1919360464,2,Comprehensive,Policy Holder,Highway,0
35,53190.0,19,False,True,Minor Damage,0,404674.65236214525,4,Comprehensive,Policy Holder,Urban,1
57,58300.0,1,False,True,Major Damage,1,752569.5929402878,5,Comprehensive,Policy Holder,Rural,3
38,64620.0,12,False,True,Minor Damage,0,351211.3813234155,4,Zero-Dep,Third Party,Urban,6
51,90480.0,15,True,False,Total Loss,0,436153.5495358906,3,Third-Party,Third Party,Highway,4
49,7080.0,14,False,False,Trivial Damage,0,251435.97002438072,4,Comprehensive,Third Party,Urban,1
42,6490.0,4,False,True,Minor Damage,1,565289.5190302447,4,Comprehensive,Third Party,Rural,3
36,55900.0,0,False,True,Total Loss,0,766999.4565983532,4,Comprehensive,Third Party,Urban,5
29,63800.0,17,True,True,Major Damage,1,238607.60564508612,2,Comprehensive,Third Party,Urban,1
56,58160.0,19,True,True,Total Loss,1,225969.91587826613,5,Comprehensive,Third Party,Urban,3
53,6300.0,14,False,True,Minor Damage,1,618263.6249421127,4,Comprehensive,Third Party,Rural,2
46,104610.0,16,False,True,Major Damage,1,478919.0324582634,4,Zero-Dep,Policy Holder,Highway,3
44,69850.0,16,False,True,Major Damage,0,254022.79500321386,3,Comprehensive,Third Party,Urban,3
21,62900.0,9,False,False,Minor Damage,0,379895.9917438717,3,Comprehensive,Third Party,Urban,0
30,59670.0,11,False,True,Major Damage,1,751963.2374942334,4,Comprehensive,Policy Holder,Highway,2
40,81500.0,2,False,False,Minor Damage,0,1257246.9473586234,4,Comprehensive,Third Party,Highway,0
56,50000.0,6,False,False,Minor Damage,0,422371.6444362948,2,Third-Party,Third Party,Urban,1
28,48290.0,20,False,True,Total Loss,0,190979.6428704671,2,Comprehensive,Policy Holder,Highway,0
29,59070.0,12,False,False,Total Loss,0,351204.9671234613,3,Third-Party,Third Party,Rural,2
24,63300.0,3,False,False,Minor Damage,0,589896.8986433073,2,Third-Party,Third Party,Highway,1
46,65780.0,2,True,True,Total Loss,0,1433975.0930858545,3,Comprehensive,Policy Holder,Urban,2
29,75400.0,10,False,True,Total Loss,1,424913.7464528077,4,Third-Party,Policy Holder,Urban,1
33,2250.0,10,False,True,Minor Damage,0,452935.2908117444,1,Zero-Dep,Third Party,Urban,3
39,54120.0,8,False,True,Minor Damage,0,510829.98196340766,2,Comprehensive,Third Party,Highway,0
49,69480.0,8,False,True,Major Damage,0,511896.5136041295,4,Comprehensive,Policy Holder,Urban,0
43,66950.0,0,False,True,Minor Damage,0,771891.0145252183,4,Zero-Dep,Third Party,Highway,4
47,64100.0,1,False,True,Major Damage,1,904107.5857399483,3,Zero-Dep,Policy Holder,Highway,2
46,80280.0,2,False,True,Minor Damage,0,753229.6153845292,4,Comprehensive,Third Party,Rural,2
44,4680.0,16,False,True,Trivial Damage,0,257035.0952060255,3,Comprehensive,Third Party,Urban,3
32,39720.0,13,False,True,Minor Damage,0,351749.1616403882,3,Comprehensive,Policy Holder,Urban,0
58,63580.0,18,False,False,Major Damage,1,403134.0301016702,4,Third-Party,Third Party,Urban,6
49,73370.0,2,True,True,Minor Damage,0,739847.7233806638,4,Comprehensive,Third Party,Rural,5
29,86790.0,12,True,True,Minor Damage,0,397917.6058936245,4,Comprehensive,Policy Holder,Highway,0
39,49800.0,0,False,True,Major Damage,0,1909122.3093789662,5,Third-Party,Policy Holder,Urban,3
38,77440.0,10,False,True,Major Damage,0,497993.26046798326,3,Zero-Dep,Third Party,Highway,3
48,42900.0,16,False,False,Total Loss,0,266645.5048252242,4,Third-Party,Third Party,Urban,1
26,53820.0,0,False,False,Major Damage,1,858616.9237647417,4,Comprehensive,Policy Holder,Urban,3
46,57330.0,17,False,True,Minor Damage,0,284644.2539812279,4,Comprehensive,Policy Holder,Urban,5
24,53370.0,4,False,True,Minor Damage,0,576853.9819771848,4,Zero-Dep,Third Party,Highway,0
29,62920.0,10,True,True,Minor Damage,0,480781.9761073802,2,Zero-Dep,Third Party,Urban,0
24,61600.0,12,False,True,Total Loss,0,354764.63169968425,2,Comprehensive,Policy Holder,Urban,1
30,74160.0,13,False,False,Total Loss,0,503235.3816955326,3,Third-Party,Policy Holder,Highway,0
38,80100.0,0,False,False,Total Loss,0,1257647.317658355,1,Comprehensive,Third Party,Rural,1
48,6560.0,12,False,True,Trivial Damage,0,784279.7494903539,4,Comprehensive,Policy Holder,Urban,3
34,58800.0,18,True,True,Total Loss,0,179048.6213710497,4,Comprehensive,Policy Holder,Urban,1
38,53730.0,2,False,True,Minor Damage,1,654521.6032225996,3,Comprehensive,Third Party,Urban,3
60,60600.0,14,False,False,Total Loss,0,282215.15639187524,3,Comprehensive,Third Party,Urban,3
48,35750.0,14,True,True,Total Loss,0,484557.9973364061,4,Third-Party,Policy Holder,Urban,3
27,42840.0,11,True,True,Total Loss,0,346986.93082164956,2,Comprehensive,Policy Holder,Rural,0
39,87960.0,16,False,False,Major Damage,1,298459.80474070145,3,Comprehensive,Third Party,Urban,1
41,47800.0,6,False,False,Minor Damage,0,416493.595599343,4,Comprehensive,Third Party,Highway,4
43,3840.0,1,False,True,Trivial Damage,0,919815.2960418012,3,Comprehensive,Third Party,Urban,1
43,77000.0,11,False,True,Total Loss,0,450793.51391158253,4,Comprehensive,Policy Holder,Urban,4
26,88110.0,12,False,True,Total Loss,0,626977.4099607074,4,Comprehensive,Third Party,Urban,0
42,47740.0,10,True,True,Minor Damage,0,340135.7390792426,3,Comprehensive,Third Party,Urban,2
30,58960.0,11,True,True,Total Loss,0,401878.1795197488,4,Third-Party,Third Party,Urban,1
46,2160.0,11,False,True,Minor Damage,0,309833.6530977931,3,Zero-Dep,Policy Holder,Urban,2
26,6890.0,18,False,True,Trivial Damage,0,214655.52030231874,4,Comprehensive,Third Party,Rural,0
45,78870.0,2,True,False,Major Damage,0,903675.5443885317,2,Zero-Dep,Third Party,Highway,0
47,2700.0,2,False,True,Trivial Damage,0,917289.069493475,4,Zero-Dep,Third Party,Urban,6
54,75960.0,5,False,True,Total Loss,0,671787.7023666359,2,Third-Party,Third Party,Rural,5
34,75570.0,5,False,True,Major Damage,1,1007891.8877614753,2,Third-Party,Third Party,Rural,1
48,90240.0,20,True,True,Minor Damage,0,217785.38375376584,4,Third-Party,Policy Holder,Highway,5
53,80960.0,15,False,False,Major Damage,0,315588.9453838486,2,Third-Party,Policy Holder,Urban,4
38,79080.0,3,True,True,Total Loss,0,1214798.9459173984,4,Third-Party,Third Party,Urban,2
49,6820.0,6,False,True,Minor Damage,0,1108107.144347823,4,Comprehensive,Third Party,Urban,1
42,62590.0,9,True,True,Total Loss,0,334134.74917453656,3,Zero-Dep,Policy Holder,Urban,5
23,52400.0,10,True,False,Major Damage,1,351540.30920292047,3,Comprehensive,Third Party,Urban,1
46,63580.0,11,True,True,Major Damage,0,729199.5403792501,4,Third-Party,Third Party,Highway,4
55,61400.0,20,False,True,Minor Damage,0,165628.9734147559,3,Comprehensive,Third Party,Highway,4
63,4700.0,8,False,True,Minor Damage,1,396189.75144040224,2,Comprehensive,Third Party,Urban,2
44,74140.0,0,True,True,Total Loss,0,1869043.4324401903,3,Comprehensive,Third Party,Urban,3
30,83160.0,4,False,True,Major Damage,0,1489600.7566518455,4,Comprehensive,Policy Holder,Urban,2
41,10790.0,2,True,True,Trivial Damage,0,1422566.3666414442,4,Comprehensive,Policy Holder,Urban,3
31,48070.0,1,False,True,Major Damage,0,924517.3111309974,4,Comprehensive,Third Party,Highway,2
25,51030.0,19,True,False,Minor Damage,0,266575.6023940521,4,Comprehensive,Third Party,Urban,1
40,43280.0,19,False,True,Minor Damage,1,175724.05169643433,4,Comprehensive,Third Party,Highway,5
29,76400.0,12,False,True,Major Damage,0,346599.5701226965,3,Comprehensive,Third Party,Highway,1
43,75460.0,13,False,True,Total Loss,0,589414.6050820575,4,Zero-Dep,Policy Holder,Rural,2
50,69000.0,20,True,True,Major Damage,1,157296.30992638375,4,Comprehensive,Third Party,Highway,5
38,8640.0,7,False,True,Minor Damage,0,576739.5046032009,4,Comprehensive,Third Party,Urban,3
29,67210.0,19,False,True,Minor Damage,0,389648.3623848488,4,Comprehensive,Third Party,Urban,2
37,42500.0,16,False,True,Total Loss,0,493327.1128441081,1,Comprehensive,Third Party,Urban,2
